timestamp_utc,forecast_mw
2026-06-08T00:00:00Z,37027.7
2026-06-08T01:00:00Z,37936.72
2026-06-08T02:00:00Z,41479.54
2026-06-08T03:00:00Z,46051.79
2026-06-08T04:00:00Z,50198.93
2026-06-08T05:00:00Z,53585.46
2026-06-08T06:00:00Z,53668.99
2026-06-08T07:00:00Z,53479.37
2026-06-08T08:00:00Z,52757.17
2026-06-08T09:00:00Z,51365.59
2026-06-08T10:00:00Z,50266.19
2026-06-08T11:00:00Z,48939.67
2026-06-08T12:00:00Z,48169.02
2026-06-08T13:00:00Z,48421.24
2026-06-08T14:00:00Z,49461.83
2026-06-08T15:00:00Z,49791.69
2026-06-08T16:00:00Z,49363.28
2026-06-08T17:00:00Z,48904.12
2026-06-08T18:00:00Z,48666.62
2026-06-08T19:00:00Z,46377.74
2026-06-08T20:00:00Z,44179.99
2026-06-08T21:00:00Z,42135.2
2026-06-08T22:00:00Z,40665.98
2026-06-08T23:00:00Z,40231.51
