timestamp_utc,forecast_mw
2026-06-05T00:00:00Z,52650.25
2026-06-05T01:00:00Z,51408.93
2026-06-05T02:00:00Z,50579.02
2026-06-05T03:00:00Z,49796.41
2026-06-05T04:00:00Z,49732.08
2026-06-05T05:00:00Z,49830.42
2026-06-05T06:00:00Z,49651.18
2026-06-05T07:00:00Z,48255.1
2026-06-05T08:00:00Z,47019.3
2026-06-05T09:00:00Z,45398.34
2026-06-05T10:00:00Z,42924.0
2026-06-05T11:00:00Z,40479.47
2026-06-05T12:00:00Z,38424.11
2026-06-05T13:00:00Z,37759.67
2026-06-05T14:00:00Z,37896.95
2026-06-05T15:00:00Z,38159.55
2026-06-05T16:00:00Z,39348.75
2026-06-05T17:00:00Z,42527.38
2026-06-05T18:00:00Z,46494.86
2026-06-05T19:00:00Z,50199.73
2026-06-05T20:00:00Z,52549.15
2026-06-05T21:00:00Z,53666.0
2026-06-05T22:00:00Z,53864.04
2026-06-05T23:00:00Z,53671.12
