Time (UTC),Forecasted Load,Actual Load
2022-01-01 01:00:00+01:00,40794.67,42195.81
2022-01-01 01:15:00+01:00,40204.66,41803.94
2022-01-01 01:30:00+01:00,39826.19,41140.73
2022-01-01 01:45:00+01:00,39595.66,41002.15
2022-01-01 02:00:00+01:00,39231.18,41177.78
2022-01-01 02:15:00+01:00,39031.52,40635.17
2022-01-01 02:30:00+01:00,38494.84,40162.04
2022-01-01 02:45:00+01:00,38378.34,39948.17
2022-01-01 03:00:00+01:00,38005.3,39669.79
2022-01-01 03:15:00+01:00,37793.67,39560.13
2022-01-01 03:30:00+01:00,37719.43,39546.66
2022-01-01 03:45:00+01:00,37486.29,39478.62
2022-01-01 04:00:00+01:00,37884.91,39448.72
2022-01-01 04:15:00+01:00,37891.2,39279.36
2022-01-01 04:30:00+01:00,37925.85,39484.64
2022-01-01 04:45:00+01:00,37807.3,39139.62
2022-01-01 05:00:00+01:00,37467.27,39112.06
2022-01-01 05:15:00+01:00,37212.38,38926.3
2022-01-01 05:30:00+01:00,36977.39,38799.53
2022-01-01 05:45:00+01:00,36535.42,38468.19
2022-01-01 06:00:00+01:00,35440.04,38358.19
2022-01-01 06:15:00+01:00,35730.77,38388.84
2022-01-01 06:30:00+01:00,35519.74,38396.72
2022-01-01 06:45:00+01:00,35737.3,38508.0
2022-01-01 07:00:00+01:00,35964.68,38967.99
2022-01-01 07:15:00+01:00,36698.56,38901.84
2022-01-01 07:30:00+01:00,37188.84,39125.04
2022-01-01 07:45:00+01:00,37769.73,39310.11
2022-01-01 08:00:00+01:00,38669.29,39972.8
2022-01-01 08:15:00+01:00,39050.72,40272.72
2022-01-01 08:30:00+01:00,39663.1,40338.11
2022-01-01 08:45:00+01:00,40478.33,40612.85
2022-01-01 09:00:00+01:00,41202.16,41769.07
2022-01-01 09:15:00+01:00,41942.24,42323.4
2022-01-01 09:30:00+01:00,42750.47,42834.97
2022-01-01 09:45:00+01:00,43449.17,43113.11
2022-01-01 10:00:00+01:00,43998.72,43583.52
2022-01-01 10:15:00+01:00,44462.14,44138.39
2022-01-01 10:30:00+01:00,44872.67,44616.81
2022-01-01 10:45:00+01:00,45773.65,45189.31
2022-01-01 11:00:00+01:00,46587.96,45882.53
2022-01-01 11:15:00+01:00,47374.46,46611.71
2022-01-01 11:30:00+01:00,48334.45,47215.76
2022-01-01 11:45:00+01:00,48299.59,47217.45
2022-01-01 12:00:00+01:00,48647.93,47288.41
2022-01-01 12:15:00+01:00,48702.58,47339.48
2022-01-01 12:30:00+01:00,48519.02,47726.95
2022-01-01 12:45:00+01:00,48564.19,46901.13
2022-01-01 13:00:00+01:00,47939.68,46557.13
2022-01-01 13:15:00+01:00,47369.56,46248.59
2022-01-01 13:30:00+01:00,47129.28,46380.05
2022-01-01 13:45:00+01:00,46886.44,46378.76
2022-01-01 14:00:00+01:00,46507.5,45912.08
2022-01-01 14:15:00+01:00,46098.94,45687.34
2022-01-01 14:30:00+01:00,45957.76,45655.02
2022-01-01 14:45:00+01:00,45693.17,45659.66
2022-01-01 15:00:00+01:00,45843.96,45728.47
2022-01-01 15:15:00+01:00,45746.16,45528.92
2022-01-01 15:30:00+01:00,45722.83,45606.08
2022-01-01 15:45:00+01:00,46424.57,45869.36
2022-01-01 16:00:00+01:00,46472.31,46583.9
2022-01-01 16:15:00+01:00,47036.45,47241.04
2022-01-01 16:30:00+01:00,48190.21,48296.74
2022-01-01 16:45:00+01:00,49362.68,49493.27
2022-01-01 17:00:00+01:00,50169.55,50701.47
2022-01-01 17:15:00+01:00,50800.2,51394.46
2022-01-01 17:30:00+01:00,51180.51,52065.18
2022-01-01 17:45:00+01:00,51446.25,52322.31
2022-01-01 18:00:00+01:00,51817.33,52605.63
2022-01-01 18:15:00+01:00,52015.89,52789.9
2022-01-01 18:30:00+01:00,52074.18,52580.11
2022-01-01 18:45:00+01:00,51650.51,52405.43
2022-01-01 19:00:00+01:00,51423.89,52136.04
2022-01-01 19:15:00+01:00,50487.65,51881.8
2022-01-01 19:30:00+01:00,50640.0,51539.07
2022-01-01 19:45:00+01:00,49923.19,50923.08
2022-01-01 20:00:00+01:00,49236.82,50581.48
2022-01-01 20:15:00+01:00,48730.91,49963.25
2022-01-01 20:30:00+01:00,48243.31,49345.27
2022-01-01 20:45:00+01:00,47582.5,48841.84
2022-01-01 21:00:00+01:00,47272.46,48499.37
2022-01-01 21:15:00+01:00,47193.07,47988.16
2022-01-01 21:30:00+01:00,47146.46,47976.48
2022-01-01 21:45:00+01:00,46931.83,47744.52
2022-01-01 22:00:00+01:00,47211.98,48090.95
2022-01-01 22:15:00+01:00,46883.15,47792.12
2022-01-01 22:30:00+01:00,46489.93,47301.36
2022-01-01 22:45:00+01:00,45955.43,46723.18
2022-01-01 23:00:00+01:00,45352.6,45868.35
2022-01-01 23:15:00+01:00,44736.69,45263.56
2022-01-01 23:30:00+01:00,43842.37,44664.97
2022-01-01 23:45:00+01:00,43071.63,43689.63
2022-01-02 00:00:00+01:00,45743.79,42895.98
2022-01-02 00:15:00+01:00,45511.1,42689.61
2022-01-02 00:30:00+01:00,45070.63,42839.25
2022-01-02 00:45:00+01:00,44749.16,42263.25
2022-01-02 01:00:00+01:00,44586.87,42218.01
2022-01-02 01:15:00+01:00,44183.83,41462.62
2022-01-02 01:30:00+01:00,44080.76,41063.64
2022-01-02 01:45:00+01:00,43916.2,41187.09
2022-01-02 02:00:00+01:00,43868.86,41088.03
2022-01-02 02:15:00+01:00,43933.77,40784.63
2022-01-02 02:30:00+01:00,43750.44,40685.03
2022-01-02 02:45:00+01:00,43781.78,40504.07
2022-01-02 03:00:00+01:00,43658.29,40425.09
2022-01-02 03:15:00+01:00,43650.06,40450.28
2022-01-02 03:30:00+01:00,43629.91,40566.33
2022-01-02 03:45:00+01:00,43769.66,40705.18
2022-01-02 04:00:00+01:00,44062.16,40912.79
2022-01-02 04:15:00+01:00,44269.7,40475.16
2022-01-02 04:30:00+01:00,44410.36,40708.4
2022-01-02 04:45:00+01:00,44399.72,40756.3
2022-01-02 05:00:00+01:00,44259.77,40946.53
2022-01-02 05:15:00+01:00,44074.15,40611.01
2022-01-02 05:30:00+01:00,44049.82,40707.86
2022-01-02 05:45:00+01:00,44184.66,40720.36
2022-01-02 06:00:00+01:00,43690.73,40300.18
2022-01-02 06:15:00+01:00,43786.16,40217.27
2022-01-02 06:30:00+01:00,43744.14,40357.1
2022-01-02 06:45:00+01:00,43888.31,40715.86
2022-01-02 07:00:00+01:00,43725.78,41299.28
2022-01-02 07:15:00+01:00,44200.13,41894.52
2022-01-02 07:30:00+01:00,44861.93,42559.89
2022-01-02 07:45:00+01:00,45436.02,43260.09
2022-01-02 08:00:00+01:00,46033.92,44197.17
2022-01-02 08:15:00+01:00,46580.15,44974.6
2022-01-02 08:30:00+01:00,47505.4,45872.82
2022-01-02 08:45:00+01:00,48526.8,46625.86
2022-01-02 09:00:00+01:00,49513.18,47726.71
2022-01-02 09:15:00+01:00,50561.1,48215.76
2022-01-02 09:30:00+01:00,51047.86,48481.76
2022-01-02 09:45:00+01:00,51633.86,48949.86
2022-01-02 10:00:00+01:00,52245.62,49844.08
2022-01-02 10:15:00+01:00,52839.04,50028.71
2022-01-02 10:30:00+01:00,53213.05,50906.99
2022-01-02 10:45:00+01:00,53645.71,51553.27
2022-01-02 11:00:00+01:00,54462.54,52539.9
2022-01-02 11:15:00+01:00,55105.44,53650.83
2022-01-02 11:30:00+01:00,55528.39,54145.56
2022-01-02 11:45:00+01:00,55459.19,54243.58
2022-01-02 12:00:00+01:00,55631.17,54759.28
2022-01-02 12:15:00+01:00,55417.92,54645.93
2022-01-02 12:30:00+01:00,55112.88,54523.2
2022-01-02 12:45:00+01:00,54979.36,54222.48
2022-01-02 13:00:00+01:00,54904.4,53701.78
2022-01-02 13:15:00+01:00,54539.93,53332.04
2022-01-02 13:30:00+01:00,54203.84,53043.1
2022-01-02 13:45:00+01:00,53929.33,53254.98
2022-01-02 14:00:00+01:00,53799.17,52992.37
2022-01-02 14:15:00+01:00,53520.63,52761.9
2022-01-02 14:30:00+01:00,53330.92,52504.46
2022-01-02 14:45:00+01:00,52914.56,52512.43
2022-01-02 15:00:00+01:00,52970.62,53098.06
2022-01-02 15:15:00+01:00,52717.72,53078.02
2022-01-02 15:30:00+01:00,52544.9,53312.25
2022-01-02 15:45:00+01:00,52777.54,53484.8
2022-01-02 16:00:00+01:00,52984.66,54546.92
2022-01-02 16:15:00+01:00,53400.07,55080.77
2022-01-02 16:30:00+01:00,54328.35,55637.39
2022-01-02 16:45:00+01:00,55351.5,56886.25
2022-01-02 17:00:00+01:00,56367.79,57977.78
2022-01-02 17:15:00+01:00,56713.43,58473.43
2022-01-02 17:30:00+01:00,57136.44,58919.83
2022-01-02 17:45:00+01:00,57406.8,59020.29
2022-01-02 18:00:00+01:00,57829.37,58799.82
2022-01-02 18:15:00+01:00,58033.56,58789.99
2022-01-02 18:30:00+01:00,58174.19,58908.23
2022-01-02 18:45:00+01:00,58001.93,58558.19
2022-01-02 19:00:00+01:00,58085.68,58037.8
2022-01-02 19:15:00+01:00,57826.11,57627.8
2022-01-02 19:30:00+01:00,57386.99,57262.33
2022-01-02 19:45:00+01:00,56915.62,56500.72
2022-01-02 20:00:00+01:00,56657.46,55854.45
2022-01-02 20:15:00+01:00,56171.93,55156.11
2022-01-02 20:30:00+01:00,55327.91,54430.76
2022-01-02 20:45:00+01:00,54753.87,53728.38
2022-01-02 21:00:00+01:00,54337.16,53114.4
2022-01-02 21:15:00+01:00,54047.87,52696.59
2022-01-02 21:30:00+01:00,53751.13,52246.12
2022-01-02 21:45:00+01:00,53695.96,51814.28
2022-01-02 22:00:00+01:00,54289.13,52014.94
2022-01-02 22:15:00+01:00,53909.41,51491.96
2022-01-02 22:30:00+01:00,53277.35,50639.2
2022-01-02 22:45:00+01:00,52553.49,49593.11
2022-01-02 23:00:00+01:00,51610.08,48996.05
2022-01-02 23:15:00+01:00,51160.44,48063.86
2022-01-02 23:30:00+01:00,50509.67,47587.33
2022-01-02 23:45:00+01:00,50102.22,46845.93
2022-01-03 00:00:00+01:00,49674.73,45952.27
2022-01-03 00:15:00+01:00,49072.77,45642.05
2022-01-03 00:30:00+01:00,48586.11,45284.26
2022-01-03 00:45:00+01:00,48029.35,44644.8
2022-01-03 01:00:00+01:00,47683.89,44267.4
2022-01-03 01:15:00+01:00,47270.59,43712.2
2022-01-03 01:30:00+01:00,46943.1,43568.54
2022-01-03 01:45:00+01:00,46666.28,43000.28
2022-01-03 02:00:00+01:00,46537.41,42688.0
2022-01-03 02:15:00+01:00,46602.27,42441.23
2022-01-03 02:30:00+01:00,46492.9,42603.58
2022-01-03 02:45:00+01:00,46505.4,42550.53
2022-01-03 03:00:00+01:00,46619.89,42946.92
2022-01-03 03:15:00+01:00,46756.61,42843.37
2022-01-03 03:30:00+01:00,47019.38,43103.69
2022-01-03 03:45:00+01:00,47238.76,43520.54
2022-01-03 04:00:00+01:00,47841.76,43868.62
2022-01-03 04:15:00+01:00,48101.07,44089.12
2022-01-03 04:30:00+01:00,48382.99,44623.58
2022-01-03 04:45:00+01:00,48979.29,45701.78
2022-01-03 05:00:00+01:00,49997.05,47215.52
2022-01-03 05:15:00+01:00,50376.21,47836.57
2022-01-03 05:30:00+01:00,51503.6,48437.26
2022-01-03 05:45:00+01:00,52748.06,49965.46
2022-01-03 06:00:00+01:00,54484.28,52834.97
2022-01-03 06:15:00+01:00,55925.57,54523.39
2022-01-03 06:30:00+01:00,57277.16,56364.65
2022-01-03 06:45:00+01:00,58554.75,57932.18
2022-01-03 07:00:00+01:00,60198.4,59789.31
2022-01-03 07:15:00+01:00,60908.72,61047.92
2022-01-03 07:30:00+01:00,61638.26,62124.65
2022-01-03 07:45:00+01:00,62330.81,63407.65
2022-01-03 08:00:00+01:00,63346.76,64312.83
2022-01-03 08:15:00+01:00,63622.09,64907.07
2022-01-03 08:30:00+01:00,63928.14,65318.89
2022-01-03 08:45:00+01:00,64371.29,65743.5
2022-01-03 09:00:00+01:00,64284.53,66111.4
2022-01-03 09:15:00+01:00,65003.88,66257.77
2022-01-03 09:30:00+01:00,65453.21,66640.34
2022-01-03 09:45:00+01:00,65423.63,66916.98
2022-01-03 10:00:00+01:00,65097.35,67374.22
2022-01-03 10:15:00+01:00,65079.01,67930.45
2022-01-03 10:30:00+01:00,65428.55,68169.32
2022-01-03 10:45:00+01:00,65809.87,68185.79
2022-01-03 11:00:00+01:00,66326.25,68692.13
2022-01-03 11:15:00+01:00,66765.76,69438.26
2022-01-03 11:30:00+01:00,67129.96,69846.48
2022-01-03 11:45:00+01:00,67078.35,70021.58
2022-01-03 12:00:00+01:00,67197.07,70236.42
2022-01-03 12:15:00+01:00,67181.51,70152.92
2022-01-03 12:30:00+01:00,67048.21,70148.5
2022-01-03 12:45:00+01:00,67250.59,69975.87
2022-01-03 13:00:00+01:00,66973.2,70045.17
2022-01-03 13:15:00+01:00,66561.47,69530.43
2022-01-03 13:30:00+01:00,66138.23,69081.49
2022-01-03 13:45:00+01:00,65678.47,68635.83
2022-01-03 14:00:00+01:00,65408.76,68347.07
2022-01-03 14:15:00+01:00,65327.15,68335.15
2022-01-03 14:30:00+01:00,65029.49,68236.93
2022-01-03 14:45:00+01:00,64561.34,68272.08
2022-01-03 15:00:00+01:00,64591.56,67952.74
2022-01-03 15:15:00+01:00,64391.26,67504.54
2022-01-03 15:30:00+01:00,64032.91,67095.85
2022-01-03 15:45:00+01:00,64069.69,66840.96
2022-01-03 16:00:00+01:00,64454.77,67310.84
2022-01-03 16:15:00+01:00,64799.02,67545.53
2022-01-03 16:30:00+01:00,65373.05,68271.54
2022-01-03 16:45:00+01:00,66084.07,69005.68
2022-01-03 17:00:00+01:00,66872.83,69749.92
2022-01-03 17:15:00+01:00,67154.99,70321.84
2022-01-03 17:30:00+01:00,67287.31,70633.68
2022-01-03 17:45:00+01:00,67263.78,70938.56
2022-01-03 18:00:00+01:00,67236.73,70557.2
2022-01-03 18:15:00+01:00,67123.75,70374.15
2022-01-03 18:30:00+01:00,66968.42,70142.45
2022-01-03 18:45:00+01:00,67001.16,69571.31
2022-01-03 19:00:00+01:00,66971.57,69236.82
2022-01-03 19:15:00+01:00,66517.65,68461.37
2022-01-03 19:30:00+01:00,66125.79,67782.97
2022-01-03 19:45:00+01:00,65810.14,67192.73
2022-01-03 20:00:00+01:00,65150.02,65987.01
2022-01-03 20:15:00+01:00,64681.66,64655.61
2022-01-03 20:30:00+01:00,63692.91,63449.03
2022-01-03 20:45:00+01:00,62925.43,62420.34
2022-01-03 21:00:00+01:00,62737.32,61531.81
2022-01-03 21:15:00+01:00,62274.02,60717.4
2022-01-03 21:30:00+01:00,61504.26,59758.7
2022-01-03 21:45:00+01:00,60875.45,59340.84
2022-01-03 22:00:00+01:00,60746.88,59136.38
2022-01-03 22:15:00+01:00,60038.38,58096.37
2022-01-03 22:30:00+01:00,58932.1,56910.43
2022-01-03 22:45:00+01:00,58124.56,55884.63
2022-01-03 23:00:00+01:00,56919.68,54932.81
2022-01-03 23:15:00+01:00,56107.53,54134.99
2022-01-03 23:30:00+01:00,55388.56,53333.49
2022-01-03 23:45:00+01:00,55003.28,52630.39
2022-01-04 00:00:00+01:00,54314.55,51602.54
2022-01-04 00:15:00+01:00,53660.65,51105.05
2022-01-04 00:30:00+01:00,53185.31,50428.56
2022-01-04 00:45:00+01:00,52439.19,49717.13
2022-01-04 01:00:00+01:00,51845.01,48921.27
2022-01-04 01:15:00+01:00,51517.92,48491.31
2022-01-04 01:30:00+01:00,51275.8,48288.67
2022-01-04 01:45:00+01:00,51000.05,48102.84
2022-01-04 02:00:00+01:00,50722.66,47641.71
2022-01-04 02:15:00+01:00,50762.39,47691.01
2022-01-04 02:30:00+01:00,50680.84,47633.55
2022-01-04 02:45:00+01:00,50620.67,47643.98
2022-01-04 03:00:00+01:00,50541.33,47994.0
2022-01-04 03:15:00+01:00,50790.51,48015.49
2022-01-04 03:30:00+01:00,50976.77,48089.32
2022-01-04 03:45:00+01:00,51110.64,48401.15
2022-01-04 04:00:00+01:00,51553.36,48694.73
2022-01-04 04:15:00+01:00,51769.39,49080.12
2022-01-04 04:30:00+01:00,52015.19,49710.91
2022-01-04 04:45:00+01:00,52571.79,50219.77
2022-01-04 05:00:00+01:00,53377.65,50957.01
2022-01-04 05:15:00+01:00,53943.15,51565.16
2022-01-04 05:30:00+01:00,54825.82,52434.94
2022-01-04 05:45:00+01:00,55824.89,53667.72
2022-01-04 06:00:00+01:00,57268.98,55917.25
2022-01-04 06:15:00+01:00,58541.81,57242.94
2022-01-04 06:30:00+01:00,59568.94,58152.29
2022-01-04 06:45:00+01:00,60512.91,59361.0
2022-01-04 07:00:00+01:00,61810.87,61104.77
2022-01-04 07:15:00+01:00,62822.15,61951.21
2022-01-04 07:30:00+01:00,63800.07,63063.13
2022-01-04 07:45:00+01:00,64494.66,64288.82
2022-01-04 08:00:00+01:00,65620.55,65334.33
2022-01-04 08:15:00+01:00,66102.08,66084.83
2022-01-04 08:30:00+01:00,66477.34,66341.16
2022-01-04 08:45:00+01:00,66959.94,66573.53
2022-01-04 09:00:00+01:00,66935.15,66996.43
2022-01-04 09:15:00+01:00,67469.64,67356.7
2022-01-04 09:30:00+01:00,67995.16,67589.69
2022-01-04 09:45:00+01:00,67965.64,67903.84
2022-01-04 10:00:00+01:00,67575.76,67799.28
2022-01-04 10:15:00+01:00,67726.17,68173.37
2022-01-04 10:30:00+01:00,67852.35,68313.3
2022-01-04 10:45:00+01:00,68227.82,68766.21
2022-01-04 11:00:00+01:00,68385.01,68830.19
2022-01-04 11:15:00+01:00,68787.78,69352.47
2022-01-04 11:30:00+01:00,69196.63,69740.68
2022-01-04 11:45:00+01:00,69326.73,70019.11
2022-01-04 12:00:00+01:00,69380.8,70110.12
2022-01-04 12:15:00+01:00,69170.96,69919.75
2022-01-04 12:30:00+01:00,69252.23,69722.98
2022-01-04 12:45:00+01:00,69294.45,69386.76
2022-01-04 13:00:00+01:00,69154.52,69403.34
2022-01-04 13:15:00+01:00,68602.71,68808.44
2022-01-04 13:30:00+01:00,68060.12,68498.9
2022-01-04 13:45:00+01:00,67647.59,68177.13
2022-01-04 14:00:00+01:00,67471.95,68310.81
2022-01-04 14:15:00+01:00,67345.75,68076.23
2022-01-04 14:30:00+01:00,67039.26,68176.22
2022-01-04 14:45:00+01:00,66645.37,68051.64
2022-01-04 15:00:00+01:00,66495.89,67822.72
2022-01-04 15:15:00+01:00,66193.45,67811.57
2022-01-04 15:30:00+01:00,65839.93,67825.02
2022-01-04 15:45:00+01:00,65777.78,68079.51
2022-01-04 16:00:00+01:00,66048.93,68338.72
2022-01-04 16:15:00+01:00,66334.17,68539.9
2022-01-04 16:30:00+01:00,66903.23,68693.6
2022-01-04 16:45:00+01:00,67608.42,69213.85
2022-01-04 17:00:00+01:00,68326.84,69406.7
2022-01-04 17:15:00+01:00,68772.18,70030.35
2022-01-04 17:30:00+01:00,68911.11,70549.85
2022-01-04 17:45:00+01:00,68964.64,70588.85
2022-01-04 18:00:00+01:00,69018.67,70050.19
2022-01-04 18:15:00+01:00,68927.92,69972.65
2022-01-04 18:30:00+01:00,68579.22,69790.64
2022-01-04 18:45:00+01:00,68654.61,69498.67
2022-01-04 19:00:00+01:00,68453.54,69297.29
2022-01-04 19:15:00+01:00,67969.99,68608.29
2022-01-04 19:30:00+01:00,67482.96,68211.33
2022-01-04 19:45:00+01:00,67089.91,67430.41
2022-01-04 20:00:00+01:00,66250.18,66249.82
2022-01-04 20:15:00+01:00,65897.53,65064.83
2022-01-04 20:30:00+01:00,65027.22,64192.36
2022-01-04 20:45:00+01:00,64138.64,63133.85
2022-01-04 21:00:00+01:00,63884.2,62732.66
2022-01-04 21:15:00+01:00,63441.2,61913.76
2022-01-04 21:30:00+01:00,62714.45,61168.13
2022-01-04 21:45:00+01:00,62098.92,60325.91
2022-01-04 22:00:00+01:00,61965.89,59868.8
2022-01-04 22:15:00+01:00,61378.36,59062.76
2022-01-04 22:30:00+01:00,60375.02,58125.62
2022-01-04 22:45:00+01:00,59488.49,57342.33
2022-01-04 23:00:00+01:00,58233.39,56579.94
2022-01-04 23:15:00+01:00,57441.49,55363.45
2022-01-04 23:30:00+01:00,56718.18,54538.88
2022-01-04 23:45:00+01:00,56195.02,53794.03
2022-01-05 00:00:00+01:00,54997.84,53236.71
2022-01-05 00:15:00+01:00,54367.69,52827.65
2022-01-05 00:30:00+01:00,53855.86,52101.26
2022-01-05 00:45:00+01:00,53344.42,51593.83
2022-01-05 01:00:00+01:00,53073.66,51306.86
2022-01-05 01:15:00+01:00,52810.27,50606.48
2022-01-05 01:30:00+01:00,52594.66,50191.36
2022-01-05 01:45:00+01:00,52592.37,49890.75
2022-01-05 02:00:00+01:00,52469.6,49567.51
2022-01-05 02:15:00+01:00,52476.55,49387.63
2022-01-05 02:30:00+01:00,52421.63,49586.85
2022-01-05 02:45:00+01:00,52412.4,49806.2
2022-01-05 03:00:00+01:00,52419.11,50198.9
2022-01-05 03:15:00+01:00,52635.49,50483.36
2022-01-05 03:30:00+01:00,52892.83,50837.36
2022-01-05 03:45:00+01:00,53017.92,50821.87
2022-01-05 04:00:00+01:00,52924.31,51604.15
2022-01-05 04:15:00+01:00,52861.12,51925.52
2022-01-05 04:30:00+01:00,53333.56,52295.89
2022-01-05 04:45:00+01:00,53818.33,52972.76
2022-01-05 05:00:00+01:00,54333.26,54125.22
2022-01-05 05:15:00+01:00,54857.43,54734.77
2022-01-05 05:30:00+01:00,55583.82,56028.61
2022-01-05 05:45:00+01:00,56424.05,57083.52
2022-01-05 06:00:00+01:00,57777.39,59173.72
2022-01-05 06:15:00+01:00,58953.29,60932.85
2022-01-05 06:30:00+01:00,60018.9,62165.98
2022-01-05 06:45:00+01:00,60960.43,63234.91
2022-01-05 07:00:00+01:00,61945.0,65170.49
2022-01-05 07:15:00+01:00,65090.39,66430.93
2022-01-05 07:30:00+01:00,66038.06,67606.4
2022-01-05 07:45:00+01:00,67040.52,68587.26
2022-01-05 08:00:00+01:00,68731.42,69668.77
2022-01-05 08:15:00+01:00,68591.55,70113.68
2022-01-05 08:30:00+01:00,69088.06,70437.4
2022-01-05 08:45:00+01:00,69442.82,70769.54
2022-01-05 09:00:00+01:00,69738.49,71246.41
2022-01-05 09:15:00+01:00,70167.97,71592.73
2022-01-05 09:30:00+01:00,70702.43,71836.55
2022-01-05 09:45:00+01:00,70979.08,72106.92
2022-01-05 10:00:00+01:00,70813.33,72283.27
2022-01-05 10:15:00+01:00,71239.0,72477.83
2022-01-05 10:30:00+01:00,71658.98,73073.34
2022-01-05 10:45:00+01:00,72115.04,73361.68
2022-01-05 11:00:00+01:00,72186.02,74133.09
2022-01-05 11:15:00+01:00,72912.36,74350.39
2022-01-05 11:30:00+01:00,73182.68,74618.66
2022-01-05 11:45:00+01:00,73207.89,74475.3
2022-01-05 12:00:00+01:00,73287.41,74401.39
2022-01-05 12:15:00+01:00,73074.15,74149.36
2022-01-05 12:30:00+01:00,73020.08,74142.19
2022-01-05 12:45:00+01:00,72808.12,74180.88
2022-01-05 13:00:00+01:00,72881.32,74481.67
2022-01-05 13:15:00+01:00,72483.89,73947.49
2022-01-05 13:30:00+01:00,71730.84,73136.26
2022-01-05 13:45:00+01:00,71228.66,72414.91
2022-01-05 14:00:00+01:00,71313.7,72343.87
2022-01-05 14:15:00+01:00,71008.87,72274.32
2022-01-05 14:30:00+01:00,70753.2,71912.51
2022-01-05 14:45:00+01:00,70366.61,71575.04
2022-01-05 15:00:00+01:00,70317.29,71592.53
2022-01-05 15:15:00+01:00,69944.9,71105.16
2022-01-05 15:30:00+01:00,69461.9,71051.22
2022-01-05 15:45:00+01:00,69188.94,71159.18
2022-01-05 16:00:00+01:00,69657.97,71274.76
2022-01-05 16:15:00+01:00,69634.44,71653.92
2022-01-05 16:30:00+01:00,69910.01,71954.03
2022-01-05 16:45:00+01:00,70611.88,72499.39
2022-01-05 17:00:00+01:00,71464.08,73327.51
2022-01-05 17:15:00+01:00,71612.63,73699.12
2022-01-05 17:30:00+01:00,71718.83,73953.53
2022-01-05 17:45:00+01:00,71687.21,74305.82
2022-01-05 18:00:00+01:00,71780.37,73718.82
2022-01-05 18:15:00+01:00,71420.66,73693.19
2022-01-05 18:30:00+01:00,70949.07,73463.18
2022-01-05 18:45:00+01:00,70643.65,72746.19
2022-01-05 19:00:00+01:00,70165.42,72344.25
2022-01-05 19:15:00+01:00,69647.22,71547.22
2022-01-05 19:30:00+01:00,68954.27,71323.73
2022-01-05 19:45:00+01:00,68453.28,70439.88
2022-01-05 20:00:00+01:00,66899.65,69326.21
2022-01-05 20:15:00+01:00,66172.87,68047.98
2022-01-05 20:30:00+01:00,65228.32,66574.74
2022-01-05 20:45:00+01:00,64733.14,65913.48
2022-01-05 21:00:00+01:00,64040.13,65228.65
2022-01-05 21:15:00+01:00,63564.34,64751.0
2022-01-05 21:30:00+01:00,63037.85,63843.57
2022-01-05 21:45:00+01:00,62309.01,62651.83
2022-01-05 22:00:00+01:00,62585.23,62195.24
2022-01-05 22:15:00+01:00,61890.48,61478.15
2022-01-05 22:30:00+01:00,60850.42,60606.74
2022-01-05 22:45:00+01:00,60095.53,59616.71
2022-01-05 23:00:00+01:00,58997.38,58922.09
2022-01-05 23:15:00+01:00,58194.51,58165.43
2022-01-05 23:30:00+01:00,57380.86,56903.21
2022-01-05 23:45:00+01:00,56762.61,55800.52
2022-01-06 00:00:00+01:00,53597.25,55326.56
2022-01-06 00:15:00+01:00,52872.2,54968.58
2022-01-06 00:30:00+01:00,52171.09,54406.98
2022-01-06 00:45:00+01:00,51834.64,54355.35
2022-01-06 01:00:00+01:00,51191.23,54178.5
2022-01-06 01:15:00+01:00,50701.14,53662.51
2022-01-06 01:30:00+01:00,50520.78,53573.1
2022-01-06 01:45:00+01:00,50125.03,53093.28
2022-01-06 02:00:00+01:00,49798.62,52668.13
2022-01-06 02:15:00+01:00,49711.22,52706.1
2022-01-06 02:30:00+01:00,49479.91,52446.46
2022-01-06 02:45:00+01:00,49541.81,52404.44
2022-01-06 03:00:00+01:00,49571.18,52045.6
2022-01-06 03:15:00+01:00,49688.8,52105.64
2022-01-06 03:30:00+01:00,49823.85,52091.98
2022-01-06 03:45:00+01:00,49833.96,52003.93
2022-01-06 04:00:00+01:00,50266.6,52120.4
2022-01-06 04:15:00+01:00,50232.85,52476.12
2022-01-06 04:30:00+01:00,50412.25,53009.09
2022-01-06 04:45:00+01:00,50718.25,53136.06
2022-01-06 05:00:00+01:00,51606.16,53709.91
2022-01-06 05:15:00+01:00,51722.73,53916.35
2022-01-06 05:30:00+01:00,52049.79,54429.16
2022-01-06 05:45:00+01:00,52962.01,55212.04
2022-01-06 06:00:00+01:00,54375.26,56468.85
2022-01-06 06:15:00+01:00,55795.0,57490.14
2022-01-06 06:30:00+01:00,57049.05,58545.12
2022-01-06 06:45:00+01:00,57954.47,59350.09
2022-01-06 07:00:00+01:00,59605.19,60689.57
2022-01-06 07:15:00+01:00,60085.42,61974.75
2022-01-06 07:30:00+01:00,60901.84,63003.41
2022-01-06 07:45:00+01:00,61463.55,63740.04
2022-01-06 08:00:00+01:00,62664.92,64205.11
2022-01-06 08:15:00+01:00,63213.35,64398.6
2022-01-06 08:30:00+01:00,63590.26,64558.21
2022-01-06 08:45:00+01:00,63649.44,64943.74
2022-01-06 09:00:00+01:00,63579.89,65116.37
2022-01-06 09:15:00+01:00,64590.9,65467.9
2022-01-06 09:30:00+01:00,64676.0,65723.11
2022-01-06 09:45:00+01:00,65018.39,65914.27
2022-01-06 10:00:00+01:00,65260.61,65868.92
