Time (UTC),Solar,Wind Offshore,Wind Onshore
2022-01-01 01:00:00+01:00,0.0,5909.57,25026.96
2022-01-01 01:15:00+01:00,0.0,5864.52,24766.88
2022-01-01 01:30:00+01:00,0.0,5811.29,24498.34
2022-01-01 01:45:00+01:00,0.0,5752.94,24218.72
2022-01-01 02:00:00+01:00,0.0,5690.12,23925.09
2022-01-01 02:15:00+01:00,0.0,5618.29,23633.08
2022-01-01 02:30:00+01:00,0.0,5541.84,23327.98
2022-01-01 02:45:00+01:00,0.0,5468.33,23016.84
2022-01-01 03:00:00+01:00,0.0,5392.42,22712.8
2022-01-01 03:15:00+01:00,0.0,5317.4,22454.03
2022-01-01 03:30:00+01:00,0.0,5243.45,22200.62
2022-01-01 03:45:00+01:00,0.0,5162.48,21947.81
2022-01-01 04:00:00+01:00,0.0,5083.83,21693.28
2022-01-01 04:15:00+01:00,0.0,5007.47,21422.85
2022-01-01 04:30:00+01:00,0.0,4929.34,21152.73
2022-01-01 04:45:00+01:00,0.0,4851.25,20882.33
2022-01-01 05:00:00+01:00,0.0,4738.72,20625.52
2022-01-01 05:15:00+01:00,0.0,4681.54,20337.04
2022-01-01 05:30:00+01:00,0.0,4617.83,20048.48
2022-01-01 05:45:00+01:00,0.0,4559.03,19757.13
2022-01-01 06:00:00+01:00,0.0,4491.76,19722.24
2022-01-01 06:15:00+01:00,0.0,4443.07,19452.45
2022-01-01 06:30:00+01:00,0.0,4390.91,19172.7
2022-01-01 06:45:00+01:00,0.0,4339.38,18891.21
2022-01-01 07:00:00+01:00,0.0,4278.01,18594.05
2022-01-01 07:15:00+01:00,0.0,4207.17,18308.13
2022-01-01 07:30:00+01:00,0.0,4131.93,18023.18
2022-01-01 07:45:00+01:00,0.0,4058.37,17745.76
2022-01-01 08:00:00+01:00,17.13,3988.6,17457.31
2022-01-01 08:15:00+01:00,103.03,3918.55,17133.88
2022-01-01 08:30:00+01:00,439.02,3845.67,16798.24
2022-01-01 08:45:00+01:00,783.42,3773.2,16454.99
2022-01-01 09:00:00+01:00,1223.92,3709.96,16079.96
2022-01-01 09:15:00+01:00,1732.04,3712.21,15680.29
2022-01-01 09:30:00+01:00,2299.65,3713.21,15265.44
2022-01-01 09:45:00+01:00,2871.44,3710.71,14843.36
2022-01-01 10:00:00+01:00,3444.74,3738.41,14443.69
2022-01-01 10:15:00+01:00,4002.53,3831.07,13996.1
2022-01-01 10:30:00+01:00,4541.2,3927.54,13547.6
2022-01-01 10:45:00+01:00,5046.34,4011.04,13107.1
2022-01-01 11:00:00+01:00,5515.68,4077.75,12670.02
2022-01-01 11:15:00+01:00,5947.14,4123.54,12297.05
2022-01-01 11:30:00+01:00,6300.56,4160.74,11924.91
2022-01-01 11:45:00+01:00,6576.51,4206.75,11564.84
2022-01-01 12:00:00+01:00,6796.11,4262.58,11211.97
2022-01-01 12:15:00+01:00,6941.97,4345.44,10806.38
2022-01-01 12:30:00+01:00,6978.69,4432.46,10407.85
2022-01-01 12:45:00+01:00,6923.78,4523.5,10018.69
2022-01-01 13:00:00+01:00,6792.68,4607.28,9652.96
2022-01-01 13:15:00+01:00,6536.19,4713.63,9278.83
2022-01-01 13:30:00+01:00,6236.28,4822.71,8911.13
2022-01-01 13:45:00+01:00,5853.15,4928.92,8550.64
2022-01-01 14:00:00+01:00,5400.11,5024.57,8226.61
2022-01-01 14:15:00+01:00,4891.34,5099.57,8057.94
2022-01-01 14:30:00+01:00,4294.75,5172.4,7892.82
2022-01-01 14:45:00+01:00,3634.94,5243.17,7731.47
2022-01-01 15:00:00+01:00,2944.85,5213.2,7582.2
2022-01-01 15:15:00+01:00,2253.53,5270.19,7617.5
2022-01-01 15:30:00+01:00,1563.57,5315.71,7667.92
2022-01-01 15:45:00+01:00,957.4,5367.96,7727.75
2022-01-01 16:00:00+01:00,455.23,5412.52,7809.57
2022-01-01 16:15:00+01:00,224.23,5454.62,8130.18
2022-01-01 16:30:00+01:00,34.0,5497.89,8448.45
2022-01-01 16:45:00+01:00,10.0,5543.55,8765.09
2022-01-01 17:00:00+01:00,0.0,5585.69,9072.11
2022-01-01 17:15:00+01:00,0.0,5616.96,9467.65
2022-01-01 17:30:00+01:00,0.0,5652.78,9847.45
2022-01-01 17:45:00+01:00,0.0,5683.96,10235.82
2022-01-01 18:00:00+01:00,0.0,5920.97,10608.95
2022-01-01 18:15:00+01:00,0.0,5600.71,10986.23
2022-01-01 18:30:00+01:00,0.0,5630.54,11365.32
2022-01-01 18:45:00+01:00,0.0,5662.72,11740.04
2022-01-01 19:00:00+01:00,0.0,5690.58,12097.88
2022-01-01 19:15:00+01:00,0.0,5715.94,12419.04
2022-01-01 19:30:00+01:00,0.0,5743.56,12738.5
2022-01-01 19:45:00+01:00,0.0,5773.5,13058.51
2022-01-01 20:00:00+01:00,0.0,5806.15,13370.95
2022-01-01 20:15:00+01:00,0.0,5838.54,13660.4
2022-01-01 20:30:00+01:00,0.0,5873.91,13947.51
2022-01-01 20:45:00+01:00,0.0,5907.69,14228.13
2022-01-01 21:00:00+01:00,0.0,5944.85,14516.76
2022-01-01 21:15:00+01:00,0.0,5981.68,14810.9
2022-01-01 21:30:00+01:00,0.0,6017.63,15106.57
2022-01-01 21:45:00+01:00,0.0,6056.63,15409.77
2022-01-01 22:00:00+01:00,0.0,6118.19,15479.36
2022-01-01 22:15:00+01:00,0.0,6137.72,15701.5
2022-01-01 22:30:00+01:00,0.0,6157.22,15932.93
2022-01-01 22:45:00+01:00,0.0,6173.21,16178.81
2022-01-01 23:00:00+01:00,0.0,6184.3,16429.54
2022-01-01 23:15:00+01:00,0.0,6183.35,16683.88
2022-01-01 23:30:00+01:00,0.0,6182.67,16942.53
2022-01-01 23:45:00+01:00,0.0,6177.56,17199.21
2022-01-02 00:00:00+01:00,0.0,6409.25,17309.45
2022-01-02 00:15:00+01:00,0.0,6397.28,17402.3
2022-01-02 00:30:00+01:00,0.0,6384.51,17474.9
2022-01-02 00:45:00+01:00,0.0,6365.84,17561.67
2022-01-02 01:00:00+01:00,0.0,6167.82,17642.48
2022-01-02 01:15:00+01:00,0.0,6150.59,17695.02
2022-01-02 01:30:00+01:00,0.0,6133.97,17737.41
2022-01-02 01:45:00+01:00,0.0,6111.46,17771.81
2022-01-02 02:00:00+01:00,0.0,6091.29,17806.75
2022-01-02 02:15:00+01:00,0.0,6073.21,17862.01
2022-01-02 02:30:00+01:00,0.0,6047.04,17907.86
2022-01-02 02:45:00+01:00,0.0,6022.85,17956.17
2022-01-02 03:00:00+01:00,0.0,5989.49,17995.06
2022-01-02 03:15:00+01:00,0.0,5952.96,18029.98
2022-01-02 03:30:00+01:00,0.0,5914.28,18076.25
2022-01-02 03:45:00+01:00,0.0,5870.88,18118.48
2022-01-02 04:00:00+01:00,0.0,5825.55,18155.09
2022-01-02 04:15:00+01:00,0.0,5783.34,18126.27
2022-01-02 04:30:00+01:00,0.0,5737.87,18100.61
2022-01-02 04:45:00+01:00,0.0,5689.24,18080.14
2022-01-02 05:00:00+01:00,0.0,5640.59,18064.3
2022-01-02 05:15:00+01:00,0.0,5606.86,18093.28
2022-01-02 05:30:00+01:00,0.0,5567.92,18125.41
2022-01-02 05:45:00+01:00,0.0,5519.79,18157.39
2022-01-02 06:00:00+01:00,0.0,5477.6,18442.19
2022-01-02 06:15:00+01:00,0.0,5423.68,18551.84
2022-01-02 06:30:00+01:00,0.0,5370.68,18663.1
2022-01-02 06:45:00+01:00,0.0,5309.17,18771.95
2022-01-02 07:00:00+01:00,0.0,5256.31,18891.99
2022-01-02 07:15:00+01:00,0.0,5249.68,19057.15
2022-01-02 07:30:00+01:00,0.0,5243.73,19229.77
2022-01-02 07:45:00+01:00,0.0,5235.42,19412.07
2022-01-02 08:00:00+01:00,14.39,5211.87,19614.34
2022-01-02 08:15:00+01:00,83.83,5175.42,19860.14
2022-01-02 08:30:00+01:00,376.67,5136.47,20118.37
2022-01-02 08:45:00+01:00,660.02,5098.18,20374.04
2022-01-02 09:00:00+01:00,1022.58,5059.6,20667.67
2022-01-02 09:15:00+01:00,1442.6,5066.09,20958.25
2022-01-02 09:30:00+01:00,1901.13,5069.35,21290.86
2022-01-02 09:45:00+01:00,2389.69,5058.87,21619.55
2022-01-02 10:00:00+01:00,2815.69,5059.99,21927.88
2022-01-02 10:15:00+01:00,3229.88,5124.53,22205.63
2022-01-02 10:30:00+01:00,3621.26,5175.7,22447.97
2022-01-02 10:45:00+01:00,3976.2,5218.63,22668.19
2022-01-02 11:00:00+01:00,4294.07,5248.24,22886.45
2022-01-02 11:15:00+01:00,4587.68,5309.93,23395.94
2022-01-02 11:30:00+01:00,4788.11,5361.93,23907.52
2022-01-02 11:45:00+01:00,4899.35,5412.52,24390.96
2022-01-02 12:00:00+01:00,4970.14,5452.51,24814.57
2022-01-02 12:15:00+01:00,5004.22,5480.96,25350.96
2022-01-02 12:30:00+01:00,4940.04,5507.05,25882.76
2022-01-02 12:45:00+01:00,4789.28,5531.02,26428.57
2022-01-02 13:00:00+01:00,4620.38,5556.83,27032.57
2022-01-02 13:15:00+01:00,4431.92,5582.92,27645.65
2022-01-02 13:30:00+01:00,4205.25,5607.05,28201.18
2022-01-02 13:45:00+01:00,3911.0,5631.48,28738.53
2022-01-02 14:00:00+01:00,3615.63,5651.57,29241.85
2022-01-02 14:15:00+01:00,3301.56,5620.5,29832.13
2022-01-02 14:30:00+01:00,2898.09,5659.01,30451.46
2022-01-02 14:45:00+01:00,2446.33,5697.28,31036.17
2022-01-02 15:00:00+01:00,1962.18,5725.56,31571.98
2022-01-02 15:15:00+01:00,1497.67,5738.43,32014.4
2022-01-02 15:30:00+01:00,1050.68,5743.82,32440.14
2022-01-02 15:45:00+01:00,656.58,5748.47,32823.98
2022-01-02 16:00:00+01:00,358.19,5749.86,33174.44
2022-01-02 16:15:00+01:00,151.74,5808.29,33418.3
2022-01-02 16:30:00+01:00,33.0,5863.41,33650.04
2022-01-02 16:45:00+01:00,9.0,5910.26,33887.71
2022-01-02 17:00:00+01:00,0.0,5957.05,34098.89
2022-01-02 17:15:00+01:00,0.0,5997.51,34210.67
2022-01-02 17:30:00+01:00,0.0,6034.63,34314.47
2022-01-02 17:45:00+01:00,0.0,6071.63,34422.2
2022-01-02 18:00:00+01:00,0.0,6100.79,34506.97
2022-01-02 18:15:00+01:00,0.0,6131.54,34538.55
2022-01-02 18:30:00+01:00,0.0,6160.45,34568.31
2022-01-02 18:45:00+01:00,0.0,6190.68,34582.74
2022-01-02 19:00:00+01:00,0.0,6209.59,34597.73
2022-01-02 19:15:00+01:00,0.0,6235.94,34519.0
2022-01-02 19:30:00+01:00,0.0,6257.36,34442.14
2022-01-02 19:45:00+01:00,0.0,6280.81,34322.52
2022-01-02 20:00:00+01:00,0.0,6329.07,34178.06
2022-01-02 20:15:00+01:00,0.0,6323.98,33977.26
2022-01-02 20:30:00+01:00,0.0,6321.6,33846.58
2022-01-02 20:45:00+01:00,0.0,6318.56,33715.78
2022-01-02 21:00:00+01:00,0.0,6316.4,33586.57
2022-01-02 21:15:00+01:00,0.0,6312.71,33457.25
2022-01-02 21:30:00+01:00,0.0,6306.78,33318.18
2022-01-02 21:45:00+01:00,0.0,6301.11,33124.9
2022-01-02 22:00:00+01:00,0.0,6297.58,32341.25
2022-01-02 22:15:00+01:00,0.0,6304.58,32095.84
2022-01-02 22:30:00+01:00,0.0,6311.32,31982.64
2022-01-02 22:45:00+01:00,0.0,6316.41,31845.82
2022-01-02 23:00:00+01:00,0.0,6324.1,31698.19
2022-01-02 23:15:00+01:00,0.0,6342.89,31618.15
2022-01-02 23:30:00+01:00,0.0,6364.18,31538.24
2022-01-02 23:45:00+01:00,0.0,6377.36,31431.33
2022-01-03 00:00:00+01:00,0.0,6291.42,30241.32
2022-01-03 00:15:00+01:00,0.0,6377.22,30265.78
2022-01-03 00:30:00+01:00,0.0,6455.66,30225.91
2022-01-03 00:45:00+01:00,0.0,6367.78,30156.67
2022-01-03 01:00:00+01:00,0.0,6322.84,30073.45
2022-01-03 01:15:00+01:00,0.0,6349.41,30138.46
2022-01-03 01:30:00+01:00,0.0,6375.26,30334.85
2022-01-03 01:45:00+01:00,0.0,6395.75,30558.34
2022-01-03 02:00:00+01:00,0.0,6412.43,30772.68
2022-01-03 02:15:00+01:00,0.0,6426.72,31005.55
2022-01-03 02:30:00+01:00,0.0,6429.81,31233.63
2022-01-03 02:45:00+01:00,0.0,6436.35,31466.02
2022-01-03 03:00:00+01:00,0.0,6438.75,31678.62
2022-01-03 03:15:00+01:00,0.0,6431.16,31829.44
2022-01-03 03:30:00+01:00,0.0,6425.81,32011.97
2022-01-03 03:45:00+01:00,0.0,6417.04,32176.32
2022-01-03 04:00:00+01:00,0.0,6405.13,32324.05
2022-01-03 04:15:00+01:00,0.0,6410.63,32439.75
2022-01-03 04:30:00+01:00,0.0,6414.52,32545.17
2022-01-03 04:45:00+01:00,0.0,6346.03,32792.66
2022-01-03 05:00:00+01:00,0.0,6268.28,33050.65
2022-01-03 05:15:00+01:00,0.0,6275.01,33232.79
2022-01-03 05:30:00+01:00,0.0,6284.82,33366.23
2022-01-03 05:45:00+01:00,0.0,6159.11,33496.85
2022-01-03 06:00:00+01:00,0.0,6145.85,34186.21
2022-01-03 06:15:00+01:00,0.0,6155.05,34422.26
2022-01-03 06:30:00+01:00,0.0,6160.86,34592.16
2022-01-03 06:45:00+01:00,0.0,6169.41,34626.18
2022-01-03 07:00:00+01:00,0.0,6178.66,34671.57
2022-01-03 07:15:00+01:00,0.0,6186.26,34675.2
2022-01-03 07:30:00+01:00,0.0,6194.87,34687.86
2022-01-03 07:45:00+01:00,0.0,6198.3,34712.09
2022-01-03 08:00:00+01:00,6.02,6177.86,34720.47
2022-01-03 08:15:00+01:00,45.82,6181.56,34686.21
2022-01-03 08:30:00+01:00,317.08,6182.93,34645.9
2022-01-03 08:45:00+01:00,560.71,6185.04,34609.65
2022-01-03 09:00:00+01:00,889.9,6188.86,34579.9
2022-01-03 09:15:00+01:00,1296.0,6193.75,34564.04
2022-01-03 09:30:00+01:00,1744.69,6193.25,34557.3
2022-01-03 09:45:00+01:00,2220.48,6198.43,34565.09
2022-01-03 10:00:00+01:00,2693.67,6198.3,34572.36
2022-01-03 10:15:00+01:00,3167.24,6199.09,34645.26
2022-01-03 10:30:00+01:00,3623.73,6198.75,34722.69
2022-01-03 10:45:00+01:00,4050.81,6199.34,34796.73
2022-01-03 11:00:00+01:00,4490.15,6199.87,34860.77
2022-01-03 11:15:00+01:00,4857.55,6201.27,34979.1
2022-01-03 11:30:00+01:00,5139.82,6199.56,35097.7
2022-01-03 11:45:00+01:00,5334.61,6198.74,35198.32
2022-01-03 12:00:00+01:00,5467.31,6196.83,35291.89
2022-01-03 12:15:00+01:00,5555.14,6198.98,35290.12
2022-01-03 12:30:00+01:00,5555.43,6200.03,35284.6
2022-01-03 12:45:00+01:00,5489.89,6196.95,35270.15
2022-01-03 13:00:00+01:00,5344.54,6194.66,35243.2
2022-01-03 13:15:00+01:00,5184.39,6195.26,35096.89
2022-01-03 13:30:00+01:00,4917.28,6193.93,34944.74
2022-01-03 13:45:00+01:00,4562.81,6192.65,34786.36
2022-01-03 14:00:00+01:00,4172.92,6196.2,34619.88
2022-01-03 14:15:00+01:00,3678.53,6201.73,34338.51
2022-01-03 14:30:00+01:00,3192.55,6203.27,34041.64
2022-01-03 14:45:00+01:00,2661.72,6205.79,33733.62
2022-01-03 15:00:00+01:00,2087.21,6262.31,33405.16
2022-01-03 15:15:00+01:00,1548.59,6263.01,33104.1
2022-01-03 15:30:00+01:00,1043.58,6262.73,32787.76
2022-01-03 15:45:00+01:00,627.21,6263.4,32474.91
2022-01-03 16:00:00+01:00,337.48,6265.09,32180.5
2022-01-03 16:15:00+01:00,122.65,6255.15,32080.49
2022-01-03 16:30:00+01:00,13.0,6259.23,31974.78
2022-01-03 16:45:00+01:00,4.0,6264.35,31863.89
2022-01-03 17:00:00+01:00,0.0,6236.47,31750.09
2022-01-03 17:15:00+01:00,0.0,6236.88,31708.33
2022-01-03 17:30:00+01:00,0.0,6234.29,31656.63
2022-01-03 17:45:00+01:00,0.0,6233.74,31606.4
2022-01-03 18:00:00+01:00,0.0,6223.16,31561.47
2022-01-03 18:15:00+01:00,0.0,6212.7,31494.91
2022-01-03 18:30:00+01:00,0.0,6187.2,31422.49
2022-01-03 18:45:00+01:00,0.0,6163.69,31337.8
2022-01-03 19:00:00+01:00,0.0,6135.38,31240.38
2022-01-03 19:15:00+01:00,0.0,6101.22,31076.6
2022-01-03 19:30:00+01:00,0.0,6019.07,30907.26
2022-01-03 19:45:00+01:00,0.0,5986.89,30732.61
2022-01-03 20:00:00+01:00,0.0,5952.68,30552.48
2022-01-03 20:15:00+01:00,0.0,5911.85,30311.85
2022-01-03 20:30:00+01:00,0.0,5928.96,30063.62
2022-01-03 20:45:00+01:00,0.0,5882.25,29807.33
2022-01-03 21:00:00+01:00,0.0,5839.41,29550.1
2022-01-03 21:15:00+01:00,0.0,5784.83,29247.71
2022-01-03 21:30:00+01:00,0.0,5726.21,28934.33
2022-01-03 21:45:00+01:00,0.0,5663.32,28620.55
2022-01-03 22:00:00+01:00,0.0,5671.24,27806.72
2022-01-03 22:15:00+01:00,0.0,5563.11,27423.56
2022-01-03 22:30:00+01:00,0.0,5441.92,27026.08
2022-01-03 22:45:00+01:00,0.0,5318.73,26613.19
2022-01-03 23:00:00+01:00,0.0,5159.38,26194.85
2022-01-03 23:15:00+01:00,0.0,5029.48,25787.98
2022-01-03 23:30:00+01:00,0.0,4907.36,25379.43
2022-01-03 23:45:00+01:00,0.0,4791.79,24964.92
2022-01-04 00:00:00+01:00,0.0,4940.76,23092.6
2022-01-04 00:15:00+01:00,0.0,4687.22,22665.63
2022-01-04 00:30:00+01:00,0.0,4425.69,22269.34
2022-01-04 00:45:00+01:00,0.0,4173.91,21869.08
2022-01-04 01:00:00+01:00,0.0,3712.51,21473.49
2022-01-04 01:15:00+01:00,0.0,3568.91,21060.01
2022-01-04 01:30:00+01:00,0.0,3419.11,20640.28
2022-01-04 01:45:00+01:00,0.0,3259.18,20226.22
2022-01-04 02:00:00+01:00,0.0,3098.18,19783.52
2022-01-04 02:15:00+01:00,0.0,2973.97,19320.22
2022-01-04 02:30:00+01:00,0.0,2904.62,18837.7
2022-01-04 02:45:00+01:00,0.0,2689.11,18349.55
2022-01-04 03:00:00+01:00,0.0,2487.45,17872.4
2022-01-04 03:15:00+01:00,0.0,2346.57,17417.28
2022-01-04 03:30:00+01:00,0.0,2209.32,16956.08
2022-01-04 03:45:00+01:00,0.0,2071.64,16503.69
2022-01-04 04:00:00+01:00,0.0,1951.78,16060.57
2022-01-04 04:15:00+01:00,0.0,1890.82,15571.11
2022-01-04 04:30:00+01:00,0.0,1817.18,15093.03
2022-01-04 04:45:00+01:00,0.0,1738.56,14632.0
2022-01-04 05:00:00+01:00,0.0,1683.61,14188.67
2022-01-04 05:15:00+01:00,0.0,1670.98,13800.95
2022-01-04 05:30:00+01:00,0.0,1663.07,13404.23
2022-01-04 05:45:00+01:00,0.0,1651.15,13015.4
2022-01-04 06:00:00+01:00,0.0,1632.2,12740.23
2022-01-04 06:15:00+01:00,0.0,1639.77,12434.28
2022-01-04 06:30:00+01:00,0.0,1643.47,12136.19
2022-01-04 06:45:00+01:00,0.0,1646.29,11839.51
2022-01-04 07:00:00+01:00,0.0,1654.21,11548.34
2022-01-04 07:15:00+01:00,0.0,1651.5,11272.01
2022-01-04 07:30:00+01:00,0.0,1651.54,11008.76
2022-01-04 07:45:00+01:00,0.0,1646.93,10762.66
2022-01-04 08:00:00+01:00,1.62,1653.31,10518.51
2022-01-04 08:15:00+01:00,18.77,1665.75,10309.29
2022-01-04 08:30:00+01:00,158.01,1681.04,10100.56
2022-01-04 08:45:00+01:00,254.47,1706.03,9891.99
2022-01-04 09:00:00+01:00,379.84,1742.16,9696.6
2022-01-04 09:15:00+01:00,511.22,1803.97,9542.86
2022-01-04 09:30:00+01:00,671.16,1875.32,9414.99
2022-01-04 09:45:00+01:00,846.57,1934.42,9298.65
2022-01-04 10:00:00+01:00,1023.56,2016.76,9169.92
2022-01-04 10:15:00+01:00,1182.71,2119.48,9055.2
2022-01-04 10:30:00+01:00,1345.52,2226.4,8948.15
2022-01-04 10:45:00+01:00,1506.88,2332.2,8840.28
2022-01-04 11:00:00+01:00,1674.67,2454.03,8753.82
2022-01-04 11:15:00+01:00,1831.25,2595.41,8742.23
2022-01-04 11:30:00+01:00,1985.6,2736.02,8736.74
2022-01-04 11:45:00+01:00,2120.98,2880.63,8740.16
2022-01-04 12:00:00+01:00,2249.43,3020.07,8745.68
2022-01-04 12:15:00+01:00,2377.77,3161.13,8844.27
2022-01-04 12:30:00+01:00,2447.55,3311.65,8944.75
2022-01-04 12:45:00+01:00,2455.4,3463.45,9061.98
2022-01-04 13:00:00+01:00,2434.49,3623.53,9184.35
2022-01-04 13:15:00+01:00,2410.08,3782.75,9288.81
2022-01-04 13:30:00+01:00,2309.41,3942.11,9400.26
2022-01-04 13:45:00+01:00,2156.87,4093.52,9525.04
2022-01-04 14:00:00+01:00,1977.57,4238.88,9641.89
2022-01-04 14:15:00+01:00,1779.94,4381.52,9814.45
2022-01-04 14:30:00+01:00,1540.05,4526.32,9982.52
2022-01-04 14:45:00+01:00,1284.24,4663.97,10161.59
2022-01-04 15:00:00+01:00,1010.9,4783.43,10383.89
2022-01-04 15:15:00+01:00,770.28,4869.01,10575.53
2022-01-04 15:30:00+01:00,539.3,4958.37,10734.68
2022-01-04 15:45:00+01:00,351.37,5045.94,10909.34
2022-01-04 16:00:00+01:00,206.64,5131.06,11107.23
2022-01-04 16:15:00+01:00,98.34,5201.35,11299.47
2022-01-04 16:30:00+01:00,10.0,5261.03,11497.38
2022-01-04 16:45:00+01:00,2.0,5335.34,11695.64
2022-01-04 17:00:00+01:00,0.0,5403.28,11913.28
2022-01-04 17:15:00+01:00,0.0,5467.0,12230.29
2022-01-04 17:30:00+01:00,0.0,5527.53,12555.25
2022-01-04 17:45:00+01:00,0.0,5590.22,12883.99
2022-01-04 18:00:00+01:00,0.0,5646.62,13206.09
2022-01-04 18:15:00+01:00,0.0,5687.2,13586.66
2022-01-04 18:30:00+01:00,0.0,5726.42,13976.62
2022-01-04 18:45:00+01:00,0.0,5696.23,14362.29
2022-01-04 19:00:00+01:00,0.0,5729.38,14756.51
2022-01-04 19:15:00+01:00,0.0,5784.47,15044.1
2022-01-04 19:30:00+01:00,0.0,5837.02,15337.2
2022-01-04 19:45:00+01:00,0.0,5889.72,15617.78
2022-01-04 20:00:00+01:00,0.0,5934.42,15888.35
2022-01-04 20:15:00+01:00,0.0,5973.66,16241.93
2022-01-04 20:30:00+01:00,0.0,6006.64,16596.54
2022-01-04 20:45:00+01:00,0.0,6037.45,16955.01
2022-01-04 21:00:00+01:00,0.0,6040.68,17302.41
2022-01-04 21:15:00+01:00,0.0,6090.93,17645.76
2022-01-04 21:30:00+01:00,0.0,6097.27,17983.96
2022-01-04 21:45:00+01:00,0.0,6139.39,18313.36
2022-01-04 22:00:00+01:00,0.0,6192.55,18394.9
2022-01-04 22:15:00+01:00,0.0,6210.39,18673.19
2022-01-04 22:30:00+01:00,0.0,6223.49,18954.64
2022-01-04 22:45:00+01:00,0.0,6224.21,19240.64
2022-01-04 23:00:00+01:00,0.0,6214.81,19528.29
2022-01-04 23:15:00+01:00,0.0,6237.67,19861.31
2022-01-04 23:30:00+01:00,0.0,6252.87,20192.8
2022-01-04 23:45:00+01:00,0.0,6257.08,20523.52
2022-01-05 00:00:00+01:00,0.0,6706.77,17207.08
2022-01-05 00:15:00+01:00,0.0,6720.41,17650.27
2022-01-05 00:30:00+01:00,0.0,6731.42,18084.22
2022-01-05 00:45:00+01:00,0.0,6737.22,18524.13
2022-01-05 01:00:00+01:00,0.0,6440.94,18962.28
2022-01-05 01:15:00+01:00,0.0,6443.53,19402.98
2022-01-05 01:30:00+01:00,0.0,6437.61,19864.78
2022-01-05 01:45:00+01:00,0.0,6386.41,20359.7
2022-01-05 02:00:00+01:00,0.0,6386.77,20830.1
2022-01-05 02:15:00+01:00,0.0,6378.14,21273.18
2022-01-05 02:30:00+01:00,0.0,6380.2,21690.31
2022-01-05 02:45:00+01:00,0.0,6387.2,22120.39
2022-01-05 03:00:00+01:00,0.0,6386.06,22565.45
2022-01-05 03:15:00+01:00,0.0,6342.98,23032.78
2022-01-05 03:30:00+01:00,0.0,6337.65,23561.44
2022-01-05 03:45:00+01:00,0.0,6331.91,24081.49
2022-01-05 04:00:00+01:00,0.0,6315.2,24585.91
2022-01-05 04:15:00+01:00,0.0,6329.25,24993.04
2022-01-05 04:30:00+01:00,0.0,6339.41,25404.39
2022-01-05 04:45:00+01:00,0.0,6342.79,25824.73
2022-01-05 05:00:00+01:00,0.0,6347.58,26234.47
2022-01-05 05:15:00+01:00,0.0,6343.15,26737.28
2022-01-05 05:30:00+01:00,0.0,6337.98,27211.93
2022-01-05 05:45:00+01:00,0.0,6331.34,27699.38
2022-01-05 06:00:00+01:00,0.0,6260.65,28703.44
2022-01-05 06:15:00+01:00,0.0,6249.13,29185.01
2022-01-05 06:30:00+01:00,0.0,6239.21,29641.31
2022-01-05 06:45:00+01:00,0.0,6224.3,30083.01
2022-01-05 07:00:00+01:00,0.0,6212.55,30489.36
2022-01-05 07:15:00+01:00,0.0,6228.01,30884.91
2022-01-05 07:30:00+01:00,0.0,6241.51,31270.66
2022-01-05 07:45:00+01:00,0.0,6253.7,31654.81
2022-01-05 08:00:00+01:00,12.74,6267.82,31998.49
2022-01-05 08:15:00+01:00,67.16,6288.61,32270.53
2022-01-05 08:30:00+01:00,350.39,6306.35,32527.69
2022-01-05 08:45:00+01:00,684.38,6324.11,32755.4
2022-01-05 09:00:00+01:00,1104.09,6398.97,32970.64
2022-01-05 09:15:00+01:00,1565.59,6400.38,33144.05
2022-01-05 09:30:00+01:00,2071.0,6399.6,33295.82
2022-01-05 09:45:00+01:00,2612.89,6400.76,33451.12
2022-01-05 10:00:00+01:00,3151.27,6401.44,33607.22
2022-01-05 10:15:00+01:00,3682.05,6407.02,33647.24
2022-01-05 10:30:00+01:00,4201.44,6513.31,33700.58
2022-01-05 10:45:00+01:00,4683.94,6521.31,33748.68
2022-01-05 11:00:00+01:00,5100.67,6533.61,33820.26
2022-01-05 11:15:00+01:00,5481.11,6535.37,33926.73
2022-01-05 11:30:00+01:00,5750.1,6537.9,34011.04
2022-01-05 11:45:00+01:00,5875.3,6543.03,34055.15
2022-01-05 12:00:00+01:00,5949.5,6541.1,34094.63
2022-01-05 12:15:00+01:00,5979.34,6547.98,34123.18
2022-01-05 12:30:00+01:00,5895.51,6557.42,34156.4
2022-01-05 12:45:00+01:00,5695.73,6561.69,34170.42
2022-01-05 13:00:00+01:00,5474.36,6568.47,34196.59
2022-01-05 13:15:00+01:00,5243.56,6570.8,34144.62
2022-01-05 13:30:00+01:00,4896.52,6568.04,34078.48
2022-01-05 13:45:00+01:00,4519.81,6565.93,34006.11
2022-01-05 14:00:00+01:00,4129.88,6561.72,33888.33
2022-01-05 14:15:00+01:00,3721.56,6563.45,33761.63
2022-01-05 14:30:00+01:00,3227.23,6566.1,33616.5
2022-01-05 14:45:00+01:00,2710.51,6569.1,33466.4
2022-01-05 15:00:00+01:00,2169.95,6574.75,33311.58
2022-01-05 15:15:00+01:00,1637.05,6575.76,33130.97
2022-01-05 15:30:00+01:00,1139.08,6573.29,32947.66
2022-01-05 15:45:00+01:00,710.46,6569.28,32758.56
2022-01-05 16:00:00+01:00,394.84,6564.76,32589.85
2022-01-05 16:15:00+01:00,169.95,6563.66,32374.58
